Table,Unit,Variety,Year,Attribute,Value
Genetically engineered (GE) corn varieties,Percent of corn planted,Stacked gene varieties,2013,Minnesota,78
Genetically engineered (GE) corn varieties,Percent of corn planted,Stacked gene varieties,2013,Missouri,71
Genetically engineered (GE) corn varieties,Percent of corn planted,Stacked gene varieties,2013,Nebraska,74
Genetically engineered (GE) corn varieties,Percent of corn planted,Stacked gene varieties,2013,North Dakota,69
Genetically engineered (GE) corn varieties,Percent of corn planted,Stacked gene varieties,2013,Ohio,63
Genetically engineered (GE) corn varieties,Percent of corn planted,Stacked gene varieties,2013,South Dakota,82
Genetically engineered (GE) corn varieties,Percent of corn planted,Stacked gene varieties,2013,Texas,53
Genetically engineered (GE) corn varieties,Percent of corn planted,Stacked gene varieties,2013,Wisconsin,63
Genetically engineered (GE) corn varieties,Percent of corn planted,Stacked gene varieties,2013,Other States,61
Genetically engineered (GE) corn varieties,Percent of corn planted,Stacked gene varieties,2013,U.S.,71
Genetically engineered (GE) corn varieties,Percent of corn planted,Stacked gene varieties,2014,Illinois,83
Genetically engineered (GE) corn varieties,Percent of corn planted,Stacked gene varieties,2014,Indiana,78
Genetically engineered (GE) corn varieties,Percent of corn planted,Stacked gene varieties,2014,Iowa,83
Genetically engineered (GE) corn varieties,Percent of corn planted,Stacked gene varieties,2014,Kansas,72
Genetically engineered (GE) corn varieties,Percent of corn planted,Stacked gene varieties,2014,Michigan,76
Genetically engineered (GE) corn varieties,Percent of corn planted,Stacked gene varieties,2014,Minnesota,81
Genetically engineered (GE) corn varieties,Percent of corn planted,Stacked gene varieties,2014,Missouri,79
Genetically engineered (GE) corn varieties,Percent of corn planted,Stacked gene varieties,2014,Nebraska,77
Genetically engineered (GE) corn varieties,Percent of corn planted,Stacked gene varieties,2014,North Dakota,68
Genetically engineered (GE) corn varieties,Percent of corn planted,Stacked gene varieties,2014,Ohio,69
Genetically engineered (GE) corn varieties,Percent of corn planted,Stacked gene varieties,2014,South Dakota,80
Genetically engineered (GE) corn varieties,Percent of corn planted,Stacked gene varieties,2014,Texas,62
Genetically engineered (GE) corn varieties,Percent of corn planted,Stacked gene varieties,2014,Wisconsin,72
Genetically engineered (GE) corn varieties,Percent of corn planted,Stacked gene varieties,2014,Other States,66
Genetically engineered (GE) corn varieties,Percent of corn planted,Stacked gene varieties,2014,U.S.,76
Genetically engineered (GE) corn varieties,Percent of corn planted,Stacked gene varieties,2015,Illinois,88
Genetically engineered (GE) corn varieties,Percent of corn planted,Stacked gene varieties,2015,Indiana,76
Genetically engineered (GE) corn varieties,Percent of corn planted,Stacked gene varieties,2015,Iowa,80
Genetically engineered (GE) corn varieties,Percent of corn planted,Stacked gene varieties,2015,Kansas,79
Genetically engineered (GE) corn varieties,Percent of corn planted,Stacked gene varieties,2015,Michigan,74
Genetically engineered (GE) corn varieties,Percent of corn planted,Stacked gene varieties,2015,Minnesota,78
Genetically engineered (GE) corn varieties,Percent of corn planted,Stacked gene varieties,2015,Missouri,75
Genetically engineered (GE) corn varieties,Percent of corn planted,Stacked gene varieties,2015,Nebraska,82
Genetically engineered (GE) corn varieties,Percent of corn planted,Stacked gene varieties,2015,North Dakota,70
Genetically engineered (GE) corn varieties,Percent of corn planted,Stacked gene varieties,2015,Ohio,68
Genetically engineered (GE) corn varieties,Percent of corn planted,Stacked gene varieties,2015,South Dakota,83
Genetically engineered (GE) corn varieties,Percent of corn planted,Stacked gene varieties,2015,Texas,67
Genetically engineered (GE) corn varieties,Percent of corn planted,Stacked gene varieties,2015,Wisconsin,70
Genetically engineered (GE) corn varieties,Percent of corn planted,Stacked gene varieties,2015,Other States,68
Genetically engineered (GE) corn varieties,Percent of corn planted,Stacked gene varieties,2015,U.S.,77
Genetically engineered (GE) corn varieties,Percent of corn planted,Stacked gene varieties,2016,Illinois,87
Genetically engineered (GE) corn varieties,Percent of corn planted,Stacked gene varieties,2016,Indiana,75
Genetically engineered (GE) corn varieties,Percent of corn planted,Stacked gene varieties,2016,Iowa,80
Genetically engineered (GE) corn varieties,Percent of corn planted,Stacked gene varieties,2016,Kansas,79
Genetically engineered (GE) corn varieties,Percent of corn planted,Stacked gene varieties,2016,Michigan,70
Genetically engineered (GE) corn varieties,Percent of corn planted,Stacked gene varieties,2016,Minnesota,80
Genetically engineered (GE) corn varieties,Percent of corn planted,Stacked gene varieties,2016,Missouri,81
Genetically engineered (GE) corn varieties,Percent of corn planted,Stacked gene varieties,2016,Nebraska,77
Genetically engineered (GE) corn varieties,Percent of corn planted,Stacked gene varieties,2016,North Dakota,66
Genetically engineered (GE) corn varieties,Percent of corn planted,Stacked gene varieties,2016,Ohio,66
Genetically engineered (GE) corn varieties,Percent of corn planted,Stacked gene varieties,2016,South Dakota,78
Genetically engineered (GE) corn varieties,Percent of corn planted,Stacked gene varieties,2016,Texas,71
Genetically engineered (GE) corn varieties,Percent of corn planted,Stacked gene varieties,2016,Wisconsin,70
Genetically engineered (GE) corn varieties,Percent of corn planted,Stacked gene varieties,2016,Other States,68
Genetically engineered (GE) corn varieties,Percent of corn planted,Stacked gene varieties,2016,U.S.,76
Genetically engineered (GE) corn varieties,Percent of corn planted,Stacked gene varieties,2017,Illinois,85
Genetically engineered (GE) corn varieties,Percent of corn planted,Stacked gene varieties,2017,Indiana,75
Genetically engineered (GE) corn varieties,Percent of corn planted,Stacked gene varieties,2017,Iowa,80
Genetically engineered (GE) corn varieties,Percent of corn planted,Stacked gene varieties,2017,Kansas,77
Genetically engineered (GE) corn varieties,Percent of corn planted,Stacked gene varieties,2017,Michigan,71
Genetically engineered (GE) corn varieties,Percent of corn planted,Stacked gene varieties,2017,Minnesota,82
Genetically engineered (GE) corn varieties,Percent of corn planted,Stacked gene varieties,2017,Missouri,81
Genetically engineered (GE) corn varieties,Percent of corn planted,Stacked gene varieties,2017,Nebraska,81
Genetically engineered (GE) corn varieties,Percent of corn planted,Stacked gene varieties,2017,North Dakota,67
Genetically engineered (GE) corn varieties,Percent of corn planted,Stacked gene varieties,2017,Ohio,66
Genetically engineered (GE) corn varieties,Percent of corn planted,Stacked gene varieties,2017,South Dakota,77
Genetically engineered (GE) corn varieties,Percent of corn planted,Stacked gene varieties,2017,Texas,77
Genetically engineered (GE) corn varieties,Percent of corn planted,Stacked gene varieties,2017,Wisconsin,71
Genetically engineered (GE) corn varieties,Percent of corn planted,Stacked gene varieties,2017,Other States,70
Genetically engineered (GE) corn varieties,Percent of corn planted,Stacked gene varieties,2017,U.S.,77
Genetically engineered (GE) corn varieties,Percent of corn planted,Stacked gene varieties,2018,Illinois,89
Genetically engineered (GE) corn varieties,Percent of corn planted,Stacked gene varieties,2018,Indiana,77
Genetically engineered (GE) corn varieties,Percent of corn planted,Stacked gene varieties,2018,Iowa,83
Genetically engineered (GE) corn varieties,Percent of corn planted,Stacked gene varieties,2018,Kansas,84
Genetically engineered (GE) corn varieties,Percent of corn planted,Stacked gene varieties,2018,Michigan,72
Genetically engineered (GE) corn varieties,Percent of corn planted,Stacked gene varieties,2018,Minnesota,83
Genetically engineered (GE) corn varieties,Percent of corn planted,Stacked gene varieties,2018,Missouri,83
Genetically engineered (GE) corn varieties,Percent of corn planted,Stacked gene varieties,2018,Nebraska,84
Genetically engineered (GE) corn varieties,Percent of corn planted,Stacked gene varieties,2018,North Dakota,69
Genetically engineered (GE) corn varieties,Percent of corn planted,Stacked gene varieties,2018,Ohio,70
Genetically engineered (GE) corn varieties,Percent of corn planted,Stacked gene varieties,2018,South Dakota,79
Genetically engineered (GE) corn varieties,Percent of corn planted,Stacked gene varieties,2018,Texas,75
Genetically engineered (GE) corn varieties,Percent of corn planted,Stacked gene varieties,2018,Wisconsin,72
Genetically engineered (GE) corn varieties,Percent of corn planted,Stacked gene varieties,2018,Other States,71
Genetically engineered (GE) corn varieties,Percent of corn planted,Stacked gene varieties,2018,U.S.,80
Genetically engineered (GE) corn varieties,Percent of corn planted,Stacked gene varieties,2019,Illinois,88
Genetically engineered (GE) corn varieties,Percent of corn planted,Stacked gene varieties,2019,Indiana,76
Genetically engineered (GE) corn varieties,Percent of corn planted,Stacked gene varieties,2019,Iowa,81
Genetically engineered (GE) corn varieties,Percent of corn planted,Stacked gene varieties,2019,Kansas,82
Genetically engineered (GE) corn varieties,Percent of corn planted,Stacked gene varieties,2019,Michigan,75
Genetically engineered (GE) corn varieties,Percent of corn planted,Stacked gene varieties,2019,Minnesota,80
Genetically engineered (GE) corn varieties,Percent of corn planted,Stacked gene varieties,2019,Missouri,82
Genetically engineered (GE) corn varieties,Percent of corn planted,Stacked gene varieties,2019,Nebraska,85
